DP,DPNOM,MPIO,DPMP,ANNO,AreaGeografica,Poblacion
76,Valle del Cauca,76246,El Cairo,2021,Centros Poblados y Rural Disperso,"3,590"
76,Valle del Cauca,76246,El Cairo,2021,Total,"6,978"
76,Valle del Cauca,76246,El Cairo,2022,Cabecera Municipal,"3,421"
76,Valle del Cauca,76246,El Cairo,2022,Centros Poblados y Rural Disperso,"3,572"
76,Valle del Cauca,76246,El Cairo,2022,Total,"6,993"
76,Valle del Cauca,76246,El Cairo,2023,Cabecera Municipal,"3,474"
76,Valle del Cauca,76246,El Cairo,2023,Centros Poblados y Rural Disperso,"3,547"
76,Valle del Cauca,76246,El Cairo,2023,Total,"7,021"
76,Valle del Cauca,76246,El Cairo,2024,Cabecera Municipal,"3,520"
76,Valle del Cauca,76246,El Cairo,2024,Centros Poblados y Rural Disperso,"3,536"
76,Valle del Cauca,76246,El Cairo,2024,Total,"7,056"
76,Valle del Cauca,76246,El Cairo,2025,Cabecera Municipal,"3,532"
76,Valle del Cauca,76246,El Cairo,2025,Centros Poblados y Rural Disperso,"3,527"
76,Valle del Cauca,76246,El Cairo,2025,Total,"7,059"
76,Valle del Cauca,76246,El Cairo,2026,Cabecera Municipal,"3,573"
76,Valle del Cauca,76246,El Cairo,2026,Centros Poblados y Rural Disperso,"3,510"
76,Valle del Cauca,76246,El Cairo,2026,Total,"7,083"
76,Valle del Cauca,76246,El Cairo,2027,Cabecera Municipal,"3,576"
76,Valle del Cauca,76246,El Cairo,2027,Centros Poblados y Rural Disperso,"3,487"
76,Valle del Cauca,76246,El Cairo,2027,Total,"7,063"
76,Valle del Cauca,76246,El Cairo,2028,Cabecera Municipal,"3,604"
76,Valle del Cauca,76246,El Cairo,2028,Centros Poblados y Rural Disperso,"3,457"
76,Valle del Cauca,76246,El Cairo,2028,Total,"7,061"
76,Valle del Cauca,76246,El Cairo,2029,Cabecera Municipal,"3,618"
76,Valle del Cauca,76246,El Cairo,2029,Centros Poblados y Rural Disperso,"3,463"
76,Valle del Cauca,76246,El Cairo,2029,Total,"7,081"
76,Valle del Cauca,76246,El Cairo,2030,Cabecera Municipal,"3,636"
76,Valle del Cauca,76246,El Cairo,2030,Centros Poblados y Rural Disperso,"3,452"
76,Valle del Cauca,76246,El Cairo,2030,Total,"7,088"
76,Valle del Cauca,76246,El Cairo,2031,Cabecera Municipal,"3,655"
76,Valle del Cauca,76246,El Cairo,2031,Centros Poblados y Rural Disperso,"3,428"
76,Valle del Cauca,76246,El Cairo,2031,Total,"7,083"
76,Valle del Cauca,76246,El Cairo,2032,Cabecera Municipal,"3,669"
76,Valle del Cauca,76246,El Cairo,2032,Centros Poblados y Rural Disperso,"3,400"
76,Valle del Cauca,76246,El Cairo,2032,Total,"7,069"
76,Valle del Cauca,76246,El Cairo,2033,Cabecera Municipal,"3,674"
76,Valle del Cauca,76246,El Cairo,2033,Centros Poblados y Rural Disperso,"3,383"
76,Valle del Cauca,76246,El Cairo,2033,Total,"7,057"
76,Valle del Cauca,76246,El Cairo,2034,Cabecera Municipal,"3,682"
76,Valle del Cauca,76246,El Cairo,2034,Centros Poblados y Rural Disperso,"3,384"
76,Valle del Cauca,76246,El Cairo,2034,Total,"7,066"
76,Valle del Cauca,76246,El Cairo,2035,Cabecera Municipal,"3,694"
76,Valle del Cauca,76246,El Cairo,2035,Centros Poblados y Rural Disperso,"3,360"
76,Valle del Cauca,76246,El Cairo,2035,Total,"7,054"
76,Valle del Cauca,76248,El Cerrito,2020,Cabecera Municipal,"36,306"
76,Valle del Cauca,76248,El Cerrito,2020,Centros Poblados y Rural Disperso,"21,056"
76,Valle del Cauca,76248,El Cerrito,2020,Total,"57,362"
76,Valle del Cauca,76248,El Cerrito,2021,Cabecera Municipal,"36,580"
76,Valle del Cauca,76248,El Cerrito,2021,Centros Poblados y Rural Disperso,"20,952"
76,Valle del Cauca,76248,El Cerrito,2021,Total,"57,532"
76,Valle del Cauca,76248,El Cerrito,2022,Cabecera Municipal,"36,933"
76,Valle del Cauca,76248,El Cerrito,2022,Centros Poblados y Rural Disperso,"20,780"
76,Valle del Cauca,76248,El Cerrito,2022,Total,"57,713"
76,Valle del Cauca,76248,El Cerrito,2023,Cabecera Municipal,"37,257"
76,Valle del Cauca,76248,El Cerrito,2023,Centros Poblados y Rural Disperso,"20,592"
76,Valle del Cauca,76248,El Cerrito,2023,Total,"57,849"
76,Valle del Cauca,76248,El Cerrito,2024,Cabecera Municipal,"37,477"
76,Valle del Cauca,76248,El Cerrito,2024,Centros Poblados y Rural Disperso,"20,483"
76,Valle del Cauca,76248,El Cerrito,2024,Total,"57,960"
76,Valle del Cauca,76248,El Cerrito,2025,Cabecera Municipal,"37,711"
76,Valle del Cauca,76248,El Cerrito,2025,Centros Poblados y Rural Disperso,"20,331"
76,Valle del Cauca,76248,El Cerrito,2025,Total,"58,042"
76,Valle del Cauca,76248,El Cerrito,2026,Cabecera Municipal,"37,892"
76,Valle del Cauca,76248,El Cerrito,2026,Centros Poblados y Rural Disperso,"20,201"
76,Valle del Cauca,76248,El Cerrito,2026,Total,"58,093"
76,Valle del Cauca,76248,El Cerrito,2027,Cabecera Municipal,"38,039"
76,Valle del Cauca,76248,El Cerrito,2027,Centros Poblados y Rural Disperso,"20,030"
76,Valle del Cauca,76248,El Cerrito,2027,Total,"58,069"
76,Valle del Cauca,76248,El Cerrito,2028,Cabecera Municipal,"38,185"
76,Valle del Cauca,76248,El Cerrito,2028,Centros Poblados y Rural Disperso,"19,902"
76,Valle del Cauca,76248,El Cerrito,2028,Total,"58,087"
76,Valle del Cauca,76248,El Cerrito,2029,Cabecera Municipal,"38,311"
76,Valle del Cauca,76248,El Cerrito,2029,Centros Poblados y Rural Disperso,"19,761"
76,Valle del Cauca,76248,El Cerrito,2029,Total,"58,072"
76,Valle del Cauca,76248,El Cerrito,2030,Cabecera Municipal,"38,425"
76,Valle del Cauca,76248,El Cerrito,2030,Centros Poblados y Rural Disperso,"19,632"
76,Valle del Cauca,76248,El Cerrito,2030,Total,"58,057"
76,Valle del Cauca,76248,El Cerrito,2031,Cabecera Municipal,"38,506"
76,Valle del Cauca,76248,El Cerrito,2031,Centros Poblados y Rural Disperso,"19,484"
76,Valle del Cauca,76248,El Cerrito,2031,Total,"57,990"
76,Valle del Cauca,76248,El Cerrito,2032,Cabecera Municipal,"38,599"
76,Valle del Cauca,76248,El Cerrito,2032,Centros Poblados y Rural Disperso,"19,369"
76,Valle del Cauca,76248,El Cerrito,2032,Total,"57,968"
76,Valle del Cauca,76248,El Cerrito,2033,Cabecera Municipal,"38,683"
76,Valle del Cauca,76248,El Cerrito,2033,Centros Poblados y Rural Disperso,"19,252"
76,Valle del Cauca,76248,El Cerrito,2033,Total,"57,935"
76,Valle del Cauca,76248,El Cerrito,2034,Cabecera Municipal,"38,749"
76,Valle del Cauca,76248,El Cerrito,2034,Centros Poblados y Rural Disperso,"19,113"
76,Valle del Cauca,76248,El Cerrito,2034,Total,"57,862"
76,Valle del Cauca,76248,El Cerrito,2035,Cabecera Municipal,"38,798"
76,Valle del Cauca,76248,El Cerrito,2035,Centros Poblados y Rural Disperso,"18,964"
76,Valle del Cauca,76248,El Cerrito,2035,Total,"57,762"
76,Valle del Cauca,76250,El Dovio,2020,Cabecera Municipal,"5,698"
76,Valle del Cauca,76250,El Dovio,2020,Centros Poblados y Rural Disperso,"3,374"
76,Valle del Cauca,76250,El Dovio,2020,Total,"9,072"
76,Valle del Cauca,76250,El Dovio,2021,Cabecera Municipal,"5,764"
76,Valle del Cauca,76250,El Dovio,2021,Centros Poblados y Rural Disperso,"3,356"
76,Valle del Cauca,76250,El Dovio,2021,Total,"9,120"
76,Valle del Cauca,76250,El Dovio,2022,Cabecera Municipal,"5,817"
76,Valle del Cauca,76250,El Dovio,2022,Centros Poblados y Rural Disperso,"3,338"
76,Valle del Cauca,76250,El Dovio,2022,Total,"9,155"
76,Valle del Cauca,76250,El Dovio,2023,Cabecera Municipal,"5,869"
76,Valle del Cauca,76250,El Dovio,2023,Centros Poblados y Rural Disperso,"3,308"
76,Valle del Cauca,76250,El Dovio,2023,Total,"9,177"
76,Valle del Cauca,76250,El Dovio,2024,Cabecera Municipal,"5,919"
76,Valle del Cauca,76250,El Dovio,2024,Centros Poblados y Rural Disperso,"3,301"
76,Valle del Cauca,76250,El Dovio,2024,Total,"9,220"
76,Valle del Cauca,76250,El Dovio,2025,Cabecera Municipal,"5,955"
76,Valle del Cauca,76250,El Dovio,2025,Centros Poblados y Rural Disperso,"3,291"
76,Valle del Cauca,76250,El Dovio,2025,Total,"9,246"
76,Valle del Cauca,76250,El Dovio,2026,Cabecera Municipal,"5,979"
76,Valle del Cauca,76250,El Dovio,2026,Centros Poblados y Rural Disperso,"3,267"
76,Valle del Cauca,76250,El Dovio,2026,Total,"9,246"
76,Valle del Cauca,76250,El Dovio,2027,Cabecera Municipal,"6,002"
76,Valle del Cauca,76250,El Dovio,2027,Centros Poblados y Rural Disperso,"3,256"
76,Valle del Cauca,76250,El Dovio,2027,Total,"9,258"
76,Valle del Cauca,76250,El Dovio,2028,Cabecera Municipal,"6,046"
76,Valle del Cauca,76250,El Dovio,2028,Centros Poblados y Rural Disperso,"3,234"
76,Valle del Cauca,76250,El Dovio,2028,Total,"9,280"
76,Valle del Cauca,76250,El Dovio,2029,Cabecera Municipal,"6,069"
76,Valle del Cauca,76250,El Dovio,2029,Centros Poblados y Rural Disperso,"3,215"
76,Valle del Cauca,76250,El Dovio,2029,Total,"9,284"
76,Valle del Cauca,76250,El Dovio,2030,Cabecera Municipal,"6,093"
76,Valle del Cauca,76250,El Dovio,2030,Centros Poblados y Rural Disperso,"3,184"
76,Valle del Cauca,76250,El Dovio,2030,Total,"9,277"
76,Valle del Cauca,76250,El Dovio,2031,Cabecera Municipal,"6,108"
76,Valle del Cauca,76250,El Dovio,2031,Centros Poblados y Rural Disperso,"3,183"
76,Valle del Cauca,76250,El Dovio,2031,Total,"9,291"
76,Valle del Cauca,76250,El Dovio,2032,Cabecera Municipal,"6,126"
76,Valle del Cauca,76250,El Dovio,2032,Centros Poblados y Rural Disperso,"3,156"
76,Valle del Cauca,76250,El Dovio,2032,Total,"9,282"
76,Valle del Cauca,76250,El Dovio,2033,Cabecera Municipal,"6,147"
76,Valle del Cauca,76250,El Dovio,2033,Centros Poblados y Rural Disperso,"3,149"
76,Valle del Cauca,76250,El Dovio,2033,Total,"9,296"
76,Valle del Cauca,76250,El Dovio,2034,Cabecera Municipal,"6,166"
76,Valle del Cauca,76250,El Dovio,2034,Centros Poblados y Rural Disperso,"3,125"
76,Valle del Cauca,76250,El Dovio,2034,Total,"9,291"
76,Valle del Cauca,76250,El Dovio,2035,Cabecera Municipal,"6,171"
76,Valle del Cauca,76250,El Dovio,2035,Centros Poblados y Rural Disperso,"3,106"
76,Valle del Cauca,76250,El Dovio,2035,Total,"9,277"
76,Valle del Cauca,76275,Florida,2020,Cabecera Municipal,"40,491"
76,Valle del Cauca,76275,Florida,2020,Centros Poblados y Rural Disperso,"17,585"
76,Valle del Cauca,76275,Florida,2020,Total,"58,076"
76,Valle del Cauca,76275,Florida,2021,Cabecera Municipal,"40,691"
76,Valle del Cauca,76275,Florida,2021,Centros Poblados y Rural Disperso,"17,470"
76,Valle del Cauca,76275,Florida,2021,Total,"58,161"
76,Valle del Cauca,76275,Florida,2022,Cabecera Municipal,"40,987"
76,Valle del Cauca,76275,Florida,2022,Centros Poblados y Rural Disperso,"17,330"
76,Valle del Cauca,76275,Florida,2022,Total,"58,317"
76,Valle del Cauca,76275,Florida,2023,Cabecera Municipal,"41,249"
76,Valle del Cauca,76275,Florida,2023,Centros Poblados y Rural Disperso,"17,150"
76,Valle del Cauca,76275,Florida,2023,Total,"58,399"
76,Valle del Cauca,76275,Florida,2024,Cabecera Municipal,"41,508"
76,Valle del Cauca,76275,Florida,2024,Centros Poblados y Rural Disperso,"17,014"
76,Valle del Cauca,76275,Florida,2024,Total,"58,522"
76,Valle del Cauca,76275,Florida,2025,Cabecera Municipal,"41,679"
76,Valle del Cauca,76275,Florida,2025,Centros Poblados y Rural Disperso,"16,887"
76,Valle del Cauca,76275,Florida,2025,Total,"58,566"
76,Valle del Cauca,76275,Florida,2026,Cabecera Municipal,"41,840"
76,Valle del Cauca,76275,Florida,2026,Centros Poblados y Rural Disperso,"16,760"
76,Valle del Cauca,76275,Florida,2026,Total,"58,600"
76,Valle del Cauca,76275,Florida,2027,Cabecera Municipal,"41,943"
76,Valle del Cauca,76275,Florida,2027,Centros Poblados y Rural Disperso,"16,620"
76,Valle del Cauca,76275,Florida,2027,Total,"58,563"
76,Valle del Cauca,76275,Florida,2028,Cabecera Municipal,"42,045"
76,Valle del Cauca,76275,Florida,2028,Centros Poblados y Rural Disperso,"16,491"
76,Valle del Cauca,76275,Florida,2028,Total,"58,536"
76,Valle del Cauca,76275,Florida,2029,Cabecera Municipal,"42,137"
76,Valle del Cauca,76275,Florida,2029,Centros Poblados y Rural Disperso,"16,364"
76,Valle del Cauca,76275,Florida,2029,Total,"58,501"
76,Valle del Cauca,76275,Florida,2030,Cabecera Municipal,"42,219"
76,Valle del Cauca,76275,Florida,2030,Centros Poblados y Rural Disperso,"16,245"
76,Valle del Cauca,76275,Florida,2030,Total,"58,464"
76,Valle del Cauca,76275,Florida,2031,Cabecera Municipal,"42,260"
76,Valle del Cauca,76275,Florida,2031,Centros Poblados y Rural Disperso,"16,127"
76,Valle del Cauca,76275,Florida,2031,Total,"58,387"
76,Valle del Cauca,76275,Florida,2032,Cabecera Municipal,"42,314"
76,Valle del Cauca,76275,Florida,2032,Centros Poblados y Rural Disperso,"16,014"
76,Valle del Cauca,76275,Florida,2032,Total,"58,328"
76,Valle del Cauca,76275,Florida,2033,Cabecera Municipal,"42,360"
76,Valle del Cauca,76275,Florida,2033,Centros Poblados y Rural Disperso,"15,885"
76,Valle del Cauca,76275,Florida,2033,Total,"58,245"
76,Valle del Cauca,76275,Florida,2034,Cabecera Municipal,"42,396"
76,Valle del Cauca,76275,Florida,2034,Centros Poblados y Rural Disperso,"15,766"
76,Valle del Cauca,76275,Florida,2034,Total,"58,162"
76,Valle del Cauca,76275,Florida,2035,Cabecera Municipal,"42,406"
76,Valle del Cauca,76275,Florida,2035,Centros Poblados y Rural Disperso,"15,627"
76,Valle del Cauca,76275,Florida,2035,Total,"58,033"
76,Valle del Cauca,76306,Ginebra,2020,Cabecera Municipal,"10,941"
76,Valle del Cauca,76306,Ginebra,2020,Centros Poblados y Rural Disperso,"13,188"
76,Valle del Cauca,76306,Ginebra,2020,Total,"24,129"
76,Valle del Cauca,76306,Ginebra,2021,Cabecera Municipal,"11,316"
76,Valle del Cauca,76306,Ginebra,2021,Centros Poblados y Rural Disperso,"13,401"
76,Valle del Cauca,76306,Ginebra,2021,Total,"24,717"
76,Valle del Cauca,76306,Ginebra,2022,Cabecera Municipal,"11,516"
76,Valle del Cauca,76306,Ginebra,2022,Centros Poblados y Rural Disperso,"13,315"
76,Valle del Cauca,76306,Ginebra,2022,Total,"24,831"
76,Valle del Cauca,76306,Ginebra,2023,Cabecera Municipal,"11,747"
76,Valle del Cauca,76306,Ginebra,2023,Centros Poblados y Rural Disperso,"13,249"
76,Valle del Cauca,76306,Ginebra,2023,Total,"24,996"
76,Valle del Cauca,76306,Ginebra,2024,Cabecera Municipal,"11,938"
76,Valle del Cauca,76306,Ginebra,2024,Centros Poblados y Rural Disperso,"13,166"
76,Valle del Cauca,76306,Ginebra,2024,Total,"25,104"
76,Valle del Cauca,76306,Ginebra,2025,Cabecera Municipal,"12,071"
76,Valle del Cauca,76306,Ginebra,2025,Centros Poblados y Rural Disperso,"13,115"
76,Valle del Cauca,76306,Ginebra,2025,Total,"25,186"
76,Valle del Cauca,76306,Ginebra,2026,Cabecera Municipal,"12,182"
76,Valle del Cauca,76306,Ginebra,2026,Centros Poblados y Rural Disperso,"13,050"
76,Valle del Cauca,76306,Ginebra,2026,Total,"25,232"
76,Valle del Cauca,76306,Ginebra,2027,Cabecera Municipal,"12,299"
76,Valle del Cauca,76306,Ginebra,2027,Centros Poblados y Rural Disperso,"13,026"
76,Valle del Cauca,76306,Ginebra,2027,Total,"25,325"
76,Valle del Cauca,76306,Ginebra,2028,Cabecera Municipal,"12,395"
76,Valle del Cauca,76306,Ginebra,2028,Centros Poblados y Rural Disperso,"12,982"
76,Valle del Cauca,76306,Ginebra,2028,Total,"25,377"
76,Valle del Cauca,76306,Ginebra,2029,Cabecera Municipal,"12,484"
76,Valle del Cauca,76306,Ginebra,2029,Centros Poblados y Rural Disperso,"12,958"
76,Valle del Cauca,76306,Ginebra,2029,Total,"25,442"
76,Valle del Cauca,76306,Ginebra,2030,Cabecera Municipal,"12,555"
76,Valle del Cauca,76306,Ginebra,2030,Centros Poblados y Rural Disperso,"12,917"
76,Valle del Cauca,76306,Ginebra,2030,Total,"25,472"
76,Valle del Cauca,76306,Ginebra,2031,Cabecera Municipal,"12,654"
76,Valle del Cauca,76306,Ginebra,2031,Centros Poblados y Rural Disperso,"12,881"
76,Valle del Cauca,76306,Ginebra,2031,Total,"25,535"
76,Valle del Cauca,76306,Ginebra,2032,Cabecera Municipal,"12,732"
76,Valle del Cauca,76306,Ginebra,2032,Centros Poblados y Rural Disperso,"12,840"
76,Valle del Cauca,76306,Ginebra,2032,Total,"25,572"
76,Valle del Cauca,76306,Ginebra,2033,Cabecera Municipal,"12,779"
76,Valle del Cauca,76306,Ginebra,2033,Centros Poblados y Rural Disperso,"12,819"
76,Valle del Cauca,76306,Ginebra,2033,Total,"25,598"
76,Valle del Cauca,76306,Ginebra,2034,Cabecera Municipal,"12,865"
76,Valle del Cauca,76306,Ginebra,2034,Centros Poblados y Rural Disperso,"12,777"
76,Valle del Cauca,76306,Ginebra,2034,Total,"25,642"
76,Valle del Cauca,76306,Ginebra,2035,Cabecera Municipal,"12,950"
76,Valle del Cauca,76306,Ginebra,2035,Centros Poblados y Rural Disperso,"12,740"
76,Valle del Cauca,76306,Ginebra,2035,Total,"25,690"
76,Valle del Cauca,76318,Guacarí,2020,Cabecera Municipal,"21,340"
76,Valle del Cauca,76318,Guacarí,2020,Centros Poblados y Rural Disperso,"13,212"
76,Valle del Cauca,76318,Guacarí,2020,Total,"34,552"
76,Valle del Cauca,76318,Guacarí,2021,Cabecera Municipal,"21,780"
76,Valle del Cauca,76318,Guacarí,2021,Centros Poblados y Rural Disperso,"13,325"
76,Valle del Cauca,76318,Guacarí,2021,Total,"35,105"
76,Valle del Cauca,76318,Guacarí,2022,Cabecera Municipal,"22,013"
76,Valle del Cauca,76318,Guacarí,2022,Centros Poblados y Rural Disperso,"13,226"
76,Valle del Cauca,76318,Guacarí,2022,Total,"35,239"
76,Valle del Cauca,76318,Guacarí,2023,Cabecera Municipal,"22,257"
76,Valle del Cauca,76318,Guacarí,2023,Centros Poblados y Rural Disperso,"13,121"
76,Valle del Cauca,76318,Guacarí,2023,Total,"35,378"
76,Valle del Cauca,76318,Guacarí,2024,Cabecera Municipal,"22,465"
76,Valle del Cauca,76318,Guacarí,2024,Centros Poblados y Rural Disperso,"13,048"
76,Valle del Cauca,76318,Guacarí,2024,Total,"35,513"
76,Valle del Cauca,76318,Guacarí,2025,Cabecera Municipal,"22,649"
76,Valle del Cauca,76318,Guacarí,2025,Centros Poblados y Rural Disperso,"12,965"
76,Valle del Cauca,76318,Guacarí,2025,Total,"35,614"
76,Valle del Cauca,76318,Guacarí,2026,Cabecera Municipal,"22,776"
76,Valle del Cauca,76318,Guacarí,2026,Centros Poblados y Rural Disperso,"12,915"
76,Valle del Cauca,76318,Guacarí,2026,Total,"35,691"
76,Valle del Cauca,76318,Guacarí,2027,Cabecera Municipal,"22,901"
76,Valle del Cauca,76318,Guacarí,2027,Centros Poblados y Rural Disperso,"12,828"
76,Valle del Cauca,76318,Guacarí,2027,Total,"35,729"
76,Valle del Cauca,76318,Guacarí,2028,Cabecera Municipal,"23,047"
76,Valle del Cauca,76318,Guacarí,2028,Centros Poblados y Rural Disperso,"12,743"
76,Valle del Cauca,76318,Guacarí,2028,Total,"35,790"
76,Valle del Cauca,76318,Guacarí,2029,Cabecera Municipal,"23,128"
76,Valle del Cauca,76318,Guacarí,2029,Centros Poblados y Rural Disperso,"12,673"
76,Valle del Cauca,76318,Guacarí,2029,Total,"35,801"
76,Valle del Cauca,76318,Guacarí,2030,Cabecera Municipal,"23,221"
76,Valle del Cauca,76318,Guacarí,2030,Centros Poblados y Rural Disperso,"12,620"
76,Valle del Cauca,76318,Guacarí,2030,Total,"35,841"
76,Valle del Cauca,76318,Guacarí,2031,Cabecera Municipal,"23,311"
76,Valle del Cauca,76318,Guacarí,2031,Centros Poblados y Rural Disperso,"12,561"
76,Valle del Cauca,76318,Guacarí,2031,Total,"35,872"
76,Valle del Cauca,76318,Guacarí,2032,Cabecera Municipal,"23,391"
76,Valle del Cauca,76318,Guacarí,2032,Centros Poblados y Rural Disperso,"12,508"
76,Valle del Cauca,76318,Guacarí,2032,Total,"35,899"
76,Valle del Cauca,76318,Guacarí,2033,Cabecera Municipal,"23,496"
76,Valle del Cauca,76318,Guacarí,2033,Centros Poblados y Rural Disperso,"12,442"
76,Valle del Cauca,76318,Guacarí,2033,Total,"35,938"
76,Valle del Cauca,76318,Guacarí,2034,Cabecera Municipal,"23,564"
76,Valle del Cauca,76318,Guacarí,2034,Centros Poblados y Rural Disperso,"12,369"
76,Valle del Cauca,76318,Guacarí,2034,Total,"35,933"
76,Valle del Cauca,76318,Guacarí,2035,Cabecera Municipal,"23,628"
76,Valle del Cauca,76318,Guacarí,2035,Centros Poblados y Rural Disperso,"12,304"
76,Valle del Cauca,76318,Guacarí,2035,Total,"35,932"
76,Valle del Cauca,76364,Jamundí,2020,Cabecera Municipal,"134,703"
76,Valle del Cauca,76364,Jamundí,2020,Centros Poblados y Rural Disperso,"38,350"
76,Valle del Cauca,76364,Jamundí,2020,Total,"173,053"
76,Valle del Cauca,76364,Jamundí,2021,Cabecera Municipal,"139,707"
76,Valle del Cauca,76364,Jamundí,2021,Centros Poblados y Rural Disperso,"39,353"
76,Valle del Cauca,76364,Jamundí,2021,Total,"179,060"
76,Valle del Cauca,76364,Jamundí,2022,Cabecera Municipal,"140,710"
76,Valle del Cauca,76364,Jamundí,2022,Centros Poblados y Rural Disperso,"39,103"
76,Valle del Cauca,76364,Jamundí,2022,Total,"179,813"
76,Valle del Cauca,76364,Jamundí,2023,Cabecera Municipal,"141,998"
76,Valle del Cauca,76364,Jamundí,2023,Centros Poblados y Rural Disperso,"38,919"
76,Valle del Cauca,76364,Jamundí,2023,Total,"180,917"
76,Valle del Cauca,76364,Jamundí,2024,Cabecera Municipal,"142,808"
76,Valle del Cauca,76364,Jamundí,2024,Centros Poblados y Rural Disperso,"38,670"
76,Valle del Cauca,76364,Jamundí,2024,Total,"181,478"
76,Valle del Cauca,76364,Jamundí,2025,Cabecera Municipal,"143,534"
76,Valle del Cauca,76364,Jamundí,2025,Centros Poblados y Rural Disperso,"38,408"
76,Valle del Cauca,76364,Jamundí,2025,Total,"181,942"
76,Valle del Cauca,76364,Jamundí,2026,Cabecera Municipal,"144,150"
76,Valle del Cauca,76364,Jamundí,2026,Centros Poblados y Rural Disperso,"38,140"
76,Valle del Cauca,76364,Jamundí,2026,Total,"182,290"
76,Valle del Cauca,76364,Jamundí,2027,Cabecera Municipal,"144,987"
76,Valle del Cauca,76364,Jamundí,2027,Centros Poblados y Rural Disperso,"37,941"
76,Valle del Cauca,76364,Jamundí,2027,Total,"182,928"
76,Valle del Cauca,76364,Jamundí,2028,Cabecera Municipal,"145,404"
76,Valle del Cauca,76364,Jamundí,2028,Centros Poblados y Rural Disperso,"37,685"
76,Valle del Cauca,76364,Jamundí,2028,Total,"183,089"
76,Valle del Cauca,76364,Jamundí,2029,Cabecera Municipal,"145,838"
76,Valle del Cauca,76364,Jamundí,2029,Centros Poblados y Rural Disperso,"37,415"
76,Valle del Cauca,76364,Jamundí,2029,Total,"183,253"
76,Valle del Cauca,76364,Jamundí,2030,Cabecera Municipal,"146,252"
76,Valle del Cauca,76364,Jamundí,2030,Centros Poblados y Rural Disperso,"37,190"
76,Valle del Cauca,76364,Jamundí,2030,Total,"183,442"
76,Valle del Cauca,76364,Jamundí,2031,Cabecera Municipal,"146,899"
76,Valle del Cauca,76364,Jamundí,2031,Centros Poblados y Rural Disperso,"37,039"
76,Valle del Cauca,76364,Jamundí,2031,Total,"183,938"
76,Valle del Cauca,76364,Jamundí,2032,Cabecera Municipal,"147,195"
76,Valle del Cauca,76364,Jamundí,2032,Centros Poblados y Rural Disperso,"36,796"
76,Valle del Cauca,76364,Jamundí,2032,Total,"183,991"
76,Valle del Cauca,76364,Jamundí,2033,Cabecera Municipal,"147,455"
76,Valle del Cauca,76364,Jamundí,2033,Centros Poblados y Rural Disperso,"36,548"
76,Valle del Cauca,76364,Jamundí,2033,Total,"184,003"
76,Valle del Cauca,76364,Jamundí,2034,Cabecera Municipal,"147,717"
76,Valle del Cauca,76364,Jamundí,2034,Centros Poblados y Rural Disperso,"36,335"
76,Valle del Cauca,76364,Jamundí,2034,Total,"184,052"
76,Valle del Cauca,76364,Jamundí,2035,Cabecera Municipal,"148,251"
76,Valle del Cauca,76364,Jamundí,2035,Centros Poblados y Rural Disperso,"36,157"
76,Valle del Cauca,76364,Jamundí,2035,Total,"184,408"
76,Valle del Cauca,76377,La Cumbre,2020,Cabecera Municipal,"3,017"
76,Valle del Cauca,76377,La Cumbre,2020,Centros Poblados y Rural Disperso,"13,901"
76,Valle del Cauca,76377,La Cumbre,2020,Total,"16,918"
76,Valle del Cauca,76377,La Cumbre,2021,Cabecera Municipal,"3,174"
76,Valle del Cauca,76377,La Cumbre,2021,Centros Poblados y Rural Disperso,"13,978"
76,Valle del Cauca,76377,La Cumbre,2021,Total,"17,152"
76,Valle del Cauca,76377,La Cumbre,2022,Cabecera Municipal,"3,346"
76,Valle del Cauca,76377,La Cumbre,2022,Centros Poblados y Rural Disperso,"13,876"
76,Valle del Cauca,76377,La Cumbre,2022,Total,"17,222"
76,Valle del Cauca,76377,La Cumbre,2023,Cabecera Municipal,"3,513"
76,Valle del Cauca,76377,La Cumbre,2023,Centros Poblados y Rural Disperso,"13,767"
76,Valle del Cauca,76377,La Cumbre,2023,Total,"17,280"
76,Valle del Cauca,76377,La Cumbre,2024,Cabecera Municipal,"3,617"
76,Valle del Cauca,76377,La Cumbre,2024,Centros Poblados y Rural Disperso,"13,725"
76,Valle del Cauca,76377,La Cumbre,2024,Total,"17,342"
76,Valle del Cauca,76377,La Cumbre,2025,Cabecera Municipal,"3,679"
76,Valle del Cauca,76377,La Cumbre,2025,Centros Poblados y Rural Disperso,"13,718"
76,Valle del Cauca,76377,La Cumbre,2025,Total,"17,397"
76,Valle del Cauca,76377,La Cumbre,2026,Cabecera Municipal,"3,734"
76,Valle del Cauca,76377,La Cumbre,2026,Centros Poblados y Rural Disperso,"13,712"
76,Valle del Cauca,76377,La Cumbre,2026,Total,"17,446"
76,Valle del Cauca,76377,La Cumbre,2027,Cabecera Municipal,"3,787"
76,Valle del Cauca,76377,La Cumbre,2027,Centros Poblados y Rural Disperso,"13,695"
76,Valle del Cauca,76377,La Cumbre,2027,Total,"17,482"
76,Valle del Cauca,76377,La Cumbre,2028,Cabecera Municipal,"3,815"
76,Valle del Cauca,76377,La Cumbre,2028,Centros Poblados y Rural Disperso,"13,666"
76,Valle del Cauca,76377,La Cumbre,2028,Total,"17,481"
76,Valle del Cauca,76377,La Cumbre,2029,Cabecera Municipal,"3,844"
76,Valle del Cauca,76377,La Cumbre,2029,Centros Poblados y Rural Disperso,"13,679"
